path,主单元,槽位,基线指纹,文件类型,审查状态,入口/消费者,证据,发现ID或无发现理由
backend/prompts/p20_plot_thread.md,R10,F2,61f50f0e2537a02a2d10d6f91e64c8713c18fb92,md,已审(W1),,,units/F2.md
backend/prompts/p20_scope_rule_audit.md,R10,F2,0b01b75ec9d3560c9aff13bbf074a50562a15fa9,md,已审(W1),,,units/F2.md
backend/prompts/rag_query_planner.md,R10,F2,b40538b0365985a9ee9190b318b6a0d53f9ba26e,md,已审(W1),,,units/F2.md
backend/prompts/rag_reranker.md,R10,F2,e0a8f22825e5eff727beabac17998ca1037bee61,md,已审(W1),,,units/F2.md
backend/prompts/review_resolution.md,R10,F2,f50499a1c267df89a7614126e79d69f02f21f8dd,md,已审(W1),,,units/F2.md
backend/prompts/review_resolution_groups.md,R10,F2,a8e9b4387c35ae42eb5203e533921c7b36eeb378,md,已审(W1),,,units/F2.md
backend/prompts/review_resolution_scenes.md,R10,F2,49dc5bfdf3a59b43f4fbc2f9a9c5d34bb851c69c,md,已审(W1),,,units/F2.md
backend/prompts/scene_entity_extraction.md,R10,F2,c1552ae67807c41ca94bfecc5172f2d26a721b93,md,已审(W1),,,units/F2.md
backend/prompts/story_outline.md,R10,F2,fa71dcf716da3a0837f4a23d4dd4a82401ee5e55,md,已审(W1),,,units/F2.md
backend/prompts/targeted_completion.md,R10,F2,9252fc94eb431b3368a1835b72a374c12a33c9ed,md,已审(W1),,,units/F2.md
backend/pyproject.toml,R15,F5,1eff0f9f0ac5d1e2fbd68cd895cfb4d132be8ecb,toml,已审(W1),,,units/F5.md
backend/run_worker.py,R01/R02,F1,5e4ffdaf25777a1057c342da2e500cc06611e704,py,已审(W1),,,units/F1.md
backend/scripts/check_embedding.py,R16,F6,71990e5c871bcf110d286561ba8318d0be18e3a1,py,已审(W1),,,units/F6.md
backend/scripts/check_llm.py,R16,F6,d2cce4de9c672ef526130844814af73fc9e336a5,py,已审(W1),,,units/F6.md
backend/scripts/db_duplicate_diagnostics.py,R16,F6,8f60ffba7ece0d4b98bb99a640757d06c5a401e9,py,已审(W1),,,units/F6.md
backend/scripts/deep_import_phase01_real_llm_check.py,R16,F6,27d17692bf5b24a1d91266dcb73b5eeead13bc05,py,已审(W1),,,units/F6.md
backend/scripts/dev_schema_guard.py,R16,F6,35ad00a0436f19aabe5940635d1b5e366caf436c,py,已审(W1),,,units/F6.md
backend/scripts/dev_server.py,R16,F6,d5980b1b2db629bdd20d71ed4b23f9a6a14418bf,py,已审(W1),,,units/F6.md
backend/scripts/doctor.py,R16,F6,280bcf9bc8d566a27b13bd6afc4fcb687bd81bb5,py,已审(W1),,,units/F6.md
backend/scripts/manage_accounts.py,R16,F6,69f9528a5b2c9a9439edb3fcf0f23ecb5a376fbc,py,已审(W1),,,units/F6.md
backend/shared/__init__.py,R01/R02,F1,444dbf3c67f9c74cfc60699b0210dfee77642536,py,已审(W1),,,units/F1.md
backend/shared/constants.py,R01/R02,F1,5627a124440511ff9e12d2452d04691b7f685f9d,py,已审(W1),,,units/F1.md
backend/shared/deep_import_settings.py,R01/R02,F1,b361be8ab32a4f0200617bfceaf5b48c2a67b944,py,已审(W1),,,units/F1.md
backend/shared/enums.py,R01/R02,F1,434ad0250a4d105b6b492d57ed0df2fb940b2a8a,py,已审(W1),,,units/F1.md
backend/shared/target_ref.py,R01/R02,F1,4355eaa2fdf68f9afdf700221409a5c3a9096c57,py,已审(W1),,,units/F1.md
backend/shared/types.py,R01/R02,F1,41a7e0dd61ed1789997ebcd05f7b0007cfdd02d0,py,已审(W1),,,units/F1.md
backend/shared/utils.py,R01/R02,F1,b633e1e05051e47fdc1e53d7fdb360b8c17151d5,py,已审(W1),,,units/F1.md
backend/tests/AGENTS.md,R14,E1,eeeb424caa8fc2d0654e59ab70610e4b9c92ca71,md,已审(W2d),,,units/E1.md
backend/tests/CLAUDE.md,R14,E1,43c994c2d3617f947bcb5adf1933e21dabe46bb5,md,已审(W2d),,,units/E1.md
backend/tests/__init__.py,R14,E1,8baff0c6f11ff7da30cdaa83178be887b03c3edc,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/__init__.py,R14,E1,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/conftest.py,R14,E1,f6967872913d719112a568d2fb6d0f1c850e2923,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_api.py,R14,E1,b05fef5547bd385fc2400808a5b23cb221f3c6a2,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_effective.py,R14,E1,2fa1b6fb05adeb3ccfe39ca02ec0d864cc5e94d3,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_image_connection.py,R14,E1,a1b27a344bd84d4c13ef1ca6c207b9f4d9b016d5,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_llm_connections.py,R14,E1,ea1dba2f99df047170f1217757eda79f928d4d83,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_owner_isolation.py,R14,E1,0d16d0226ebfc167823b295c891959b14db8cf49,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_repos.py,R14,E1,2e180c64f61dde1c732b864f7711e308a6bf6d0d,py,已审(W2d),,,units/E1.md
backend/tests/account_project_preferences/test_services.py,R14,E1,0f025d125052952196468f6063182b8843c1ba37,py,已审(W2d),,,units/E1.md
backend/tests/chaos/core_paths_chaos.py,R14,E1,6d68daa4084864f9f4feef44ab4845129479353e,py,已审(W2d),,,units/E1.md
backend/tests/conftest.py,R14,E1,d784cfee4c8e1fd45aadd17844c5929bbbd24975,py,已审(W2d),,,units/E1.md
backend/tests/e2e/__init__.py,R14,E1,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,py,已审(W2d),,,units/E1.md
backend/tests/e2e/config.py,R14,E1,b9cf3ccab75f674a240cdde6b99b0438887c680b,py,已审(W2d),,,units/E1.md
backend/tests/e2e/conftest.py,R14,E1,6601b4ebc0275f4e5342567c5ed1bfab8364a92e,py,已审(W2d),,,units/E1.md
backend/tests/e2e/samples/lotm_chapter_1.txt,R14,E1,148d3f566f0fddc1a5ad2db5398219078dcceed0,txt,已审(W2d),,,units/E1.md
backend/tests/e2e/samples/lotm_chapters_1_2_3.txt,R14,E1,1cfb0cfeee04e11ccb5039d1ddb24712897080d0,txt,已审(W2d),,,units/E1.md
backend/tests/e2e/samples/lotm_empty.txt,R14,E1,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,txt,已审(W2d),,,units/E1.md
backend/tests/e2e/seed_data.py,R14,E1,c05d4a8e0c09e68a35526d28f2f3eec6c9cf4cee,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_00_fresh_migrations.py,R14,E1,03e60468c2a26d8ba58ffdb63172b280c03cbb10,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_01_import_flow.py,R14,E1,958bfab3580a333af455a47cc77685cab94e4294,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_02_world.py,R14,E1,ff13fcfba2f8952def6f87eed31c09ff64d75c95,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_08_rag.py,R14,E1,af9b1ed42d984f8a4141686b8c6f2ca7fb4424c4,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_09_context.py,R14,E1,c692cc298a3d31b9c35ae00e7b98bf496bf50eb0,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_11_writing.py,R14,E1,f36ce21f2106c0e3e161bf8ad791eed63c09614c,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_20_security.py,R14,E1,13c29cc7807e77e1255c1bb86c0f9bc1161a0338,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_21_pagination.py,R14,E1,d24e1638e7b791ccde6987ff47475bb73035a1e3,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_22_novel_evidence.py,R14,E1,2e0636871c4278537b3839c49c8a815c2a9aca2d,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_assistant_concurrency.py,R14,E1,aa3360ef1fd6d06f09338aec96ca8832f64b4e1a,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_assistant_migration.py,R14,E1,f9afe2ea95278ec3b4689804dd18c7c08f1cadbb,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_assistant_review_runtime.py,R14,E1,cf25bf0327f3fbfbce8ebd843caf1719a0bfae17,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_context_retrieval_trace_queries.py,R14,E1,7a50bba61cf72bd4749709ec1f981ae884f16aad,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_context_terminal_concurrency.py,R14,E1,2f86efb8b3b272f36a4ebe9064e3ef14f9322f2c,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_db_response_transaction_boundary.py,R14,E1,45fe3e8d5b92662ccc6d69ec9bc81a6d01c5aa98,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_focused_completion_concurrency.py,R14,E1,068dcfd74eec225ac5abacaa116dfea061b50bc0,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_import_upload_commit_visibility.py,R14,E1,3e7971521c1562165c548797b3c644ea56ed67a2,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_interaction_generation_concurrency.py,R14,E1,b8bb0969b93df3bdcc659a68a446972d94a73568,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_interaction_long_context_real_kimi.py,R14,E1,5af70d026cff0d8eb212afb351bfe11579253d10,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_outline_generation.py,R14,E1,bfee0cb4140f9103d8f0ed31d2a3fbccd13b984c,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_project_author_tasks.py,R14,E1,8c9e30120cf9466e15066d64dc4a1837c2bf5429,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_project_task_gate_concurrency.py,R14,E1,20eb7164e14ad9394baaf99e998283fb62c8fdf0,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_review_resolution_concurrency.py,R14,E1,610a07c0d038ee0c87490c1445de98966e5c0473,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_rp_agreements.py,R14,E1,cbb1b7bde144f196e5c584bc78cb1cdf5adcf1df,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_rp_source_versions.py,R14,E1,25772331db62f30e40533c266add323c83141585,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_scene_chapter_link_concurrency.py,R14,E1,32c6a2d2b4ff59ecd4b1b1f38d07cc3b4aab6022,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_scene_memory_checkpoint_concurrency.py,R14,E1,de50c9146cd551ea4d89c32ba0e5c014e0ca614e,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_smart_dedup_group_savepoint.py,R14,E1,110e4548eaa7876e89e031f571c136279c7bb946,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_task_coalescing_concurrency.py,R14,E1,57b59497566ac80ca1bb4e00f773a5d9c6451206,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_unified_map_concurrency.py,R14,E1,968363d4987617e0d2a5e14be07e89148611a178,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_alias_projection.py,R14,E1,f8dae6e6ba2aeb72f37bd9f0b206c464a0e748cc,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_authority_constraints.py,R14,E1,b85e331eb839ab04ceb4f879c2fd7ef58fc9a3d6,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_cocreation_checkpoint_concurrency.py,R14,E1,49f2073b15b00bd0ff57b0c96c1492c197aedd32,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_generated_columns.py,R14,E1,c64c56b78a244a409861f55329c3d26a914868ad,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_object_image_quota_concurrency.py,R14,E1,64cd1cd66fd1b3bfe4b513e0c6f5a7601e4d0a6a,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_world_validation_concurrency.py,R14,E1,ccad420dc283317f3484c16dadae9c99b6140c1a,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_writing_route_commit_visibility.py,R14,E1,d815e3ca5f46e49c92b250708f456b241571da3f,py,已审(W2d),,,units/E1.md
backend/tests/e2e/test_writing_version_concurrency.py,R14,E1,4bec8a45ae30ab4063d27021ff2e7dc019a30b77,py,已审(W2d),,,units/E1.md
backend/tests/fixtures/synthetic_ten_chapters.txt,R14,E1,de05725cec6d6564cb4991504b2628b97144adeb,txt,已审(W2d),,,units/E1.md
backend/tests/integration/test_authoring_lifecycle.py,R14,E1,01ccc925b20b89dfed2edca53943acb8800d021a,py,已审(W2d),,,units/E1.md
backend/tests/integration/test_context_loaders.py,R14,E1,9608093bf55d72b036b917849da62e71368122e8,py,已审(W2d),,,units/E1.md
backend/tests/integration/test_memory_service.py,R14,E1,ab39fe4e943cc83895ac24f5be0b02b5c51fa772,py,已审(W2d),,,units/E1.md
backend/tests/integration/test_novel_id_api_params.py,R14,E1,82772955fe3fb487e6a59e5b3cab984636681091,py,已审(W2d),,,units/E1.md
backend/tests/integration/test_novel_id_isolation.py,R14,E1,1355e8dbad0461e923ec2d99ce051ea4b6201429,py,已审(W2d),,,units/E1.md
backend/tests/integration/test_security.py,R14,E1,98f034a6de2cc13ccf53defb09e0755d0656b20f,py,已审(W2d),,,units/E1.md
backend/tests/modules/outline/generation/test_context_builder.py,R14,E1,42f45d56f505db1063dc02256fdd0d5eff2fb3b0,py,已审(W2d),,,units/E1.md
backend/tests/modules/outline/generation/test_parser.py,R14,E1,08f52169a46382e7cb0a6eac7f5ca36d8c367783,py,已审(W2d),,,units/E1.md
backend/tests/modules/outline/generation/test_persister.py,R14,E1,2ca26d271b4e718000840d413a80ff02cf2cd877,py,已审(W2d),,,units/E1.md
backend/tests/modules/outline/test_generator.py,R14,E1,11c11b14a4516160a74d07d1b821627058707f3a,py,已审(W2d),,,units/E1.md
backend/tests/prompt_contracts/test_prompt_contracts.py,R14,E1,379e3b28eb99292c88e29fb9b745c53bc74081ca,py,已审(W2d),,,units/E1.md
backend/tests/support/__init__.py,R14,E1,c8a845a31a59b4755a3832153171c26b31431cc5,py,已审(W2d),,,units/E1.md
backend/tests/support/assistant_browser_app.py,R14,E1,25e3c7697600ff80dab3387fc872088461b7069a,py,已审(W2d),,,units/E1.md
backend/tests/support/http.py,R14,E1,b20b9c3be4b39c1d7da0d3eb7a1b37a8b13ac499,py,已审(W2d),,,units/E1.md
backend/tests/support/inventory.py,R14,E1,c702d3d91f72cbdbc24a171624a6a1a0870a2a73,py,已审(W2d),,,units/E1.md
backend/tests/test_api.py,R14,E1,8d853295aeb25d2714d74ada7d70c55e16cf2bf6,py,已审(W2d),,,units/E1.md
backend/tests/test_outline_api.py,R14,E1,b5aaf016ea07752b6445a680780d822378cf09c1,py,已审(W2d),,,units/E1.md
backend/tests/test_world_testonly_route.py,R14,E1,d3cd946dd992521230d315bcbd1e7f17d1c0cf4c,py,已审(W2d),,,units/E1.md
backend/tests/unit/__init__.py,R14,E1,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_account_llm_migration.py,R14,E1,82620786c2b2b50f0a34fb7428fbab0378f772a4,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_active_project_route_closure.py,R14,E1,ec401ce8cba0af0b68dd1d0007cff13fb8cddf79,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_alembic_vector_indexes.py,R14,E1,37fbea9273ff1c25e985fa9daf167089f46d7ee5,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_app_logging.py,R14,E1,38baaa38faf74bdc3b3d8557db3619d91505ecc5,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_app_timing_middleware.py,R14,E1,ae77852bd2e75f6e98db3b8475c3ebaa5ea115bc,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_architecture_docs.py,R14,E1,f282626d1467b7babcb23087913ad055dafeed19,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_asset_state_simplification_migration.py,R14,E1,35c4f281b52ec0a326c1026672d4510658076889,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_base.py,R14,E1,26c3e28817846decb2462d410cba30c16cac8be1,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_character_facade.py,R14,E1,5c124894e7b7c7a0e89438625d1ed4f447616386,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_ci_change_selection.py,R14,E1,a7a00144464f35312fdfd929f652163c5cdcac7f,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_compiled_context.py,R14,E1,54d3831e1bdf3eb62066ad1b19b19e63cb0b2828,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_config.py,R14,E1,b3ccac719a44a11771d229a0170f6f421d4983d5,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_constants.py,R14,E1,f3bad906cc4d36cf36ab1b397f8cd511901e99fc,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_constraint_engine.py,R14,E1,ce69585ee624a7fe4d5a8111fd96a10e433dbeb8,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_container.py,R14,E1,b11ce38221bdcc5ce1db77713c7fa866b8db8328,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_context.py,R14,E1,e55ab58a8868d8d085ec6919195d128ce18e8431,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_context_tier_rendering.py,R14,E1,6697359f7c00ebf9643acbe4cd0aadc8aeee3790,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_crud.py,R14,E1,8500949c08718fa668f4d9961dbcb31f36337d67,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_database.py,R14,E1,d5d8dcb94fc30d8ddf8e6c23aa3e1012d68f5bc5,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_db_response_transaction_boundary.py,R14,E1,c97ea738c8c859636903aae3ad1e26498ea2e772,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_deep_import_settings.py,R14,E1,2aac3fa422d117f02bf71f030cba02bece72e0cf,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_dependencies.py,R14,E1,e79758e5586e8bc7ca45d8484bca1f4dd3a53a5b,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_dev_schema_guard.py,R14,E1,239999fec758de48b80aab437b9ca945162591ea,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_dev_server.py,R14,E1,7e9a35371af442bfc94014cd2427606818f9a734,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_dev_stack_entrypoint.py,R14,E1,0e2360363430f87f14c0246b9c8896942f06bd3c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_doctor.py,R14,E1,180cf4b8975c0e1247d48f654b410513200cf935,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_domain_errors.py,R14,E1,fb43564e5a67c4995bf7da8a11e2d6acc4b6826a,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_entity_context_filter.py,R14,E1,58f4a37147bb5f5146287dc077d09969df779858,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_entity_facade.py,R14,E1,e768e359375f3348719de903ecabf247ccb43b09,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_enums.py,R14,E1,1459725672756b63b043edcf9cd3f82f0d7445ec,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_event_facade.py,R14,E1,d790c60061616fadd0f8f5472a62456df088d6d7,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_evidence_fusion_contract.py,R14,E1,f1b9d02d13edd30df28ecea19760201ff5310908,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_facade_public_api.py,R14,E1,129da96182865b346670c4c37ee7dce7a06ea6e1,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_http_rate_limit.py,R14,E1,77c229dd3b28b22fb82538511c080a20a6e0de24,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_imports_extra.py,R14,E1,a77d9070701d4697b0c2221f4815bc2a2882f567,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_infra_embedding.py,R14,E1,84002d45d13134766d9fb9528f98680c984953a2,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_infra_llm.py,R14,E1,d0b294362e69b16c22b48346a89f40950dec4b8d,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_infra_tasks.py,R14,E1,0c7da2cf048600b74f1c4e44c261ba906446c77c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_llm_max_tokens_migration.py,R14,E1,b03e6f1fe370616945bde83670cc23f0d6b41439,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_logging_context.py,R14,E1,e3453b4a4295a05f882364145b7caea272a113b9,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_manual_llm_context_gate.py,R14,E1,097aea055b310770c238edd53420bd5cee42bbd8,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_map_atlas_migration_guard.py,R14,E1,3e8f18619a2e7a5a92d5f1d4a09c3c4ef5bc49c2,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_memory_extra.py,R14,E1,6dae455586985e249e23bb9e8f22da408defe39d,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_non_deep_llm_token_inheritance.py,R14,E1,b228380c974cbe7497db09d1cdbfb059a302e2cf,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_novel_evidence_migration.py,R14,E1,67531cc12766266254dcb0059af81561c6ea05e1,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_novel_scoped_llm_usage.py,R14,E1,1a7eca0842ce8f13a62e02f78c9a98714c9b00a0,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_performance_probe.py,R14,E1,6af737c0c073977296550ade2cb492066b714354,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_project.py,R14,E1,f6b6942a9c55247c090b9d44db6436de683946af,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_rag_extra.py,R14,E1,c325600d7ef1a7de6bd9de755be06e06f6abae5c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_rag_facade_extra.py,R14,E1,415adf3c732b9b8815182a7285a852a0b384d281,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_rag_services.py,R14,E1,fc864fbe208f7d37865b7aa1f23513e236162e91,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_relation_alias_kinds_migration.py,R14,E1,8f0a52f615ba4ec3d08152769d51ad4427a73a6c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_repository_security_automation.py,R14,E1,59911f5d8f6a44642b22e14923eacafa4e0f3f3a,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_retired_owner_paths.py,R14,E1,390dd06020e25bd9cfb932e562da8876cfbb0b7d,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_run_worker.py,R14,E1,4e399bdba3737cdf0bca1bfb714df4ef29465104,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_scene_spans_migration.py,R14,E1,9c8f457b22b3b7717562111b773df2509bfbb68a,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_secret_hygiene.py,R14,E1,bfe9cd1adc47c2582201597d0fb0cd5d16cc7b6f,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_shared_types.py,R14,E1,97f0a11789e7d8e60290c532f8aa40563835bb91,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_shared_utils.py,R14,E1,e1a15a9836cee4d2ef77c91af01cf9224609e993,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_squashed_schema_migrations.py,R14,E1,0f50cd006f81a45b920d27e69ee5a200a406a0fb,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_story_outline_migration.py,R14,E1,a188a9f5c9e9b2d9bc6b2f1324433cc8ac889bf9,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_task_novel_id_migration.py,R14,E1,e0ccdb12778461186cadffa5be820c5406da4f8d,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_task_owner_migration.py,R14,E1,0161b73d9597987c123f8972b41e83548bad0817,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_task_runtime.py,R14,E1,f5081ba3832f4f1c34210f2f447ce55f5f47a708,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_test_harness.py,R14,E1,56b50a538faa2ec3dd5a428843a4acb356544eb2,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_test_infrastructure.py,R14,E1,fec52d60bc29783a2da23cdadb437feab9a69f2c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_token_estimation.py,R14,E1,46efb6cab001edef0b3a68c50136a2ddda1dbb71,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_world_extra.py,R14,E1,99f6c4879daf8e90534573b5d6b0c342cabf8b3c,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_world_services_character_and_relation.py,R14,E1,80c7e7fdc547722b7bcec4e246e65962858b6690,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_world_services_revision_event_helpers.py,R14,E1,6fa70aa20472cfcadc95bc095f31285b87c95eef,py,已审(W2d),,,units/E1.md
backend/tests/unit/test_writing.py,R14,E1,d6e35aeb8fec445db983b8729bfab8e181cd3076,py,已审(W2d),,,units/E1.md
backend/tests/utils.py,R14,E1,f66a13bd4fbdbd98eed9b33a30fe6c29e9c85ba9,py,已审(W2d),,,units/E1.md
backend/tools/__init__.py,R16,F6,3b002e806551e18246f64b5d78d4aea19cbb1e1c,py,已审(W1),,,units/F6.md
backend/tools/performance_probe.py,R16,F6,6b6674290ad121d4abc094bb74cc034c042aa682,py,已审(W1),,,units/F6.md
backend/tools/postgresql_ci_diagnostics.py,R16,F6,8e3ff8767958ec9fdf016ac1fc1043d2dd246aaf,py,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/__init__.py,R16,F6,0d8da8f07a1d9d27c0f9e55517940d09efe1f130,py,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/__main__.py,R16,F6,b90f8c60d98fc9340e38296d4bdd9929505181a3,py,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/p20_outline_arc.json,R16,F6,9b5352eb41ca180ae249c83fdee51429a551a272,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/p20_planned_scene.json,R16,F6,7ac17dfd3cf00c73891263015ce2eb2dd84a987c,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/p20_plot_thread.json,R16,F6,7f8fe112af3ba83fc6f7ed1bb50cd2230577e7b9,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1a_scene_anchor_repair.json,R16,F6,b800bd0de897f9cda8a2b914419a200c2f4cb3a9,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1a_scene_recovery.json,R16,F6,e3a0640933dcb5a4438d5f30fc995095e2837a37,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1a_scene_slicing.json,R16,F6,233b8d09bc90ab69e554a851a6194679e6fc64c8,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1b_scene_enrichment.json,R16,F6,323b1344d6b91f0571031b222735297e88bf86f5,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1c_boundary_review.json,R16,F6,e91538d0edcda93488333f86031f7f38813daf1c,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase1c_scene_synthesis.json,R16,F6,2327b29a77ffef36ce2e464f4d10a709a3f61c37,json,已审(W1),,,units/F6.md
backend/tools/prompt_contracts/contracts/phase2_alias_relation.json,R16,F6,76f0dc3119df1b36be67ff10181f63a147f362ce,json,已审(W1),,,units/F6.md
